"Species","Common","IUIS Allergen","Type","Group*","Length","GI#@","First Version"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Lyc e 1","Food Plant","Solanum Sola l 1 profilin (Lyc e 1)","131","17224229","7"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 2.0101","Food Plant","Solanum Sola l 2 Beta-fructofuranosidase (Lyc e 2)","553","18542113","7"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 2.0201","Food Plant","Solanum Sola l 2 Beta-fructofuranosidase (Lyc e 2)","636","18542115","7"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Unassigned","Food Plant","Solanum Sola l 3 LTP (Lyc e 3)","114","71360928","7"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 3.0101","Food Plant","Solanum Sola l 3 LTP (Lyc e 3)","114","1816535","15"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 4.0101","Food Plant","Solanum Sola l 4 PR-10 (Lyc e 4)","178","2887310","14"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Sola l 4.0201","Food Plant","Solanum Sola l 4 PR-10 (Lyc e 4)","160","565380268","15"
"Solanum lycopersicum (Lycopersicon esculentum)","Tomato","Unassigned","Food Plant","Solanum Sola l 4 PR-10 (Lyc e 4)","160","565380238","15"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum profilin-like","131","77416979","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum profilin-like","131","77999277","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 1","386","21510","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 1","386","21512","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 1","386","21514","7"
"Solanum tuberosum","Potato","Unassigned","Food Plant","Solanum Sola t 1","386","169500","7"
"Solanum tuberosum","Potato","Sola t 1","Food Plant","Solanum Sola t 1","386","158517845","9"
"Solanum tuberosum","Potato","Sola t 2","Food Plant","Solanum Sola t 2","188","124148","7"
"Solanum tuberosum","Potato","Sola t 3","Food Plant","Solanum Sola t 3","222","20141344","7"
"Solanum tuberosum","Potato","Sola t 3.0101","Food Plant","Solanum Sola t 3","186","1575306","15"
"Solanum tuberosum","Potato","Sola t 4.0101","Food Plant","Solanum Sola t 4","221","994779","15"
"Solen strictus","Gould's razor shell","Unassigned","Food Animal","Solen tropomyosin","284","219806602","10"
"Solenopsis geminata","Tropical Fire Ant","Sol g 4.0101","Venom or Salivary","Solenopsis Sol g 4 Sol  i 4","137","7638028","7"
"Solenopsis geminata","Tropical Fire Ant","Sol g 4.0201","Venom or Salivary","Solenopsis Sol g 4 Sol  i 4","137","7638030","7"
"Solenopsis invicta","Red fire ant","Sol i 4","Venom or Salivary","Solenopsis Sol g 4 Sol  i 4","137","4038411","7"
"Solenopsis invicta","Red fire ant","Sol i 4.0101","Venom or Salivary","Solenopsis Sol g 4 Sol  i 4","137","4038409","11"
"Solenopsis invicta","Red fire ant","Unassigned","Venom or Salivary","Solenopsis Sol i 1","58","1336809","7"
"Solenopsis invicta","Red fire ant","Unassigned","Venom or Salivary","Solenopsis Sol i 1","25","1336811","7"
"Solenopsis invicta","Red fire ant","Unassigned","Venom or Salivary","Solenopsis Sol i 1","26","1336812","7"
"Solenopsis invicta","Red fire ant","Unassigned","Venom or Salivary","Solenopsis Sol i 1","26","1336813","7"
"Solenopsis invicta","Red fire ant","Sol i 1.0101","Venom or Salivary","Solenopsis Sol i 1","346","51093373","7"
"Solenopsis invicta","Red fire ant","Sol i 2.0101","Venom or Salivary","Solenopsis Sol i and Sol r Venom allergen II","138","549179","7"
"Solenopsis invicta","Red fire ant","Sol i 3.0101","Venom or Salivary","Solenopsis Venom allergen III","234","2293571","11"
"Solenopsis richteri","Black fire ant","Sol r 2.0101","Venom or Salivary","Solenopsis Sol i and Sol r Venom allergen II","119","6136162","7"
"Solenopsis richteri","Black fire ant","Sol r 3.0101","Venom or Salivary","Solenopsis Venom allergen III","211","6136163","7"
"Solenopsis saevissima","Brazilian fire ant","Unassigned","Venom or Salivary","Solenopsis Sol g 4 Sol  i 4","137","291092710","12"
"Sorghum halepense","Johnson grass","Sor h 1.0101","Aero Plant","Sorghum Sor h 1","266","674275729","15"
"Sorghum halepense","Johnson grass","Sor h 1.0201","Aero Plant","Sorghum Sor h 1","266","674275731","15"
"Sorghum halepense","Johnson grass","Sor h 13.0101","Aero Plant","Sorghum Sor h 13","422","674275737","15"
"Sorghum halepense","Johnson grass","Sor h 13.0201","Aero Plant","Sorghum Sor h 13","410","674275739","15"
"Stachybotrys chartarum","Fungus","Sta 3.0101","Aero Fungi","Stachybotrys Sta c 3","144","253970748","14"
"Staphylococcus aureus","Bacteria","Unassigned","Bacteria skin","Staphylococcus enterotoxin SEA","233","1633233","9"
"Staphylococcus aureus","Bacteria","Unassigned","Bacteria skin","Staphylococcus enterotoxin SEB","254","83308249","9"
"Staphylococcus aureus","Bacteria","Unassigned","Bacteria skin","Staphylococcus enterotoxin SEC","266","462026","9"
"Staphylococcus aureus","Bacteria","Unassigned","Bacteria skin","Staphylococcus enterotoxin SED","258","119654","9"
"Staphylococcus aureus","Bacteria","Unassigned","Bacteria skin","Staphylococcus enterotoxin TSST 1","234","136457","9"
"Stemphylium callistephi","Fungus","Unassigned","Aero Fungi","Stemphylium major allergen alt a1-like","137","49476467","7"
"Stemphylium sp. CID1012","Fungus","Unassigned","Aero Fungi","Stemphylium major allergen alt a1-like","137","152060760","9"
"Stemphylium vesicarium","Fungus","Unassigned","Aero Fungi","Stemphylium major allergen alt a1-like","137","49476465","7"
"Strongyloides stercoralis","Parasitic nematode","Unassigned","Worm (parasite)","Strongyloides L3NieAg.01","229","5669875","7"
"Suidasia medanensis","Mite","Unassigned","Aero Mite","Suidasia putative Sui m 2","141","45738062","7"
"Sus scrofa","Pig","Unassigned","Aero Animal","Sus Porcine Pepsin","385","118572685","11"
"Syringa vulgaris","Lilac","Syr v 3.0101","Aero Plant","Syringa Syr v 3","81","14423847","7"
"Syringa vulgaris","Lilac","Syr v 1.0101","Aero Plant","Syringa Syr v I","145","631911","7"
"Syringa vulgaris","Lilac","Syr v 1.0102","Aero Plant","Syringa Syr v I","145","631912","7"
"Syringa vulgaris","Lilac","Syr v 1.0103","Aero Plant","Syringa Syr v I","145","631913","7"
"Tabanus yao","Horse Fly","Tab y 1.0101","Venom or Salivary","Tabanus Tab y 1 Apyrase","554","323473390","12"
"Tabanus yao","Horse Fly","Tab y 2.0101","Venom or Salivary","Tabanus Tab y 2 Hyaluronidase","349","304273371","12"
"Tabanus yao","Horse Fly","Tab y 5.0101","Venom or Salivary","Tabanus Tab y 5","256","304273369","12"
"Thaumetopoea pityocampa","Pine moth","Tha p 1.0101","Contact","Thaumetopoea Tha p 1 full length","126","301030229","12"
"Thaumetopoea pityocampa","Pine moth","Tha p 2.0101","Contact","Thaumetopoea Tha p 2","115","408387552","14"
"Theragra chalcogramma","Alaska pollock","Unassigned","Food Animal","Theragra parvalbumin","109","14531020","7"
"Theragra chalcogramma","Alaska pollock","Unassigned","Food Animal","Theragra parvalbumin","109","14531018","7"
"Thunnus albacares","Yellowfin tuna","Thu a 2.0101","Food Animal","Thunnus Thu a 2 enolase","432","385145178","13"
"Thunnus albacares","Yellowfin tuna","Unassigned","Food Animal","Thunnus Thu a 2 enolase","12","576011132","15"
"Thunnus albacares","Yellowfin tuna","Unassigned","Food Animal","Thunnus Thu a 3 aldolase","364","291195949","12"
"Thunnus albacares","Yellowfin tuna","Thu a 3.0101","Food Animal","Thunnus Thu a 3 aldolase","37","576011088","15"
"Todarodes pacificus","Japanese flying squid","Unassigned","Food Animal","Todarodes Tod p 1","284","83715932","7"
"Trachurus japonicus","Japanese horse mackerel","Unassigned","Food Animal","Trachurus parvalbumin","107","77799800","7"
"Tresus keenae","clam","Unassigned","Food Animal","Tresus tropomyosin","284","219806600","10"
"Triatoma protracta","Western conenose","Tria p 1","Venom or Salivary","Triatoma Tria p 1","169","15426413","7"
"Trichophyton rubrum","Fungus","Tri r 2","Contact","Trichophyton (Arthroderma) Tri r 2","412","5813790","7"
"Trichophyton rubrum","Fungus","Tri r 4","Contact","Trichophyton tri 4 allergen (Arthroderma)","726","5813788","7"
"Trichophyton schoenleinii","Fungus","Unassigned","Contact","Trichophyton (Arthroderma) Tri r 2","405","74663809","12"
"Trichophyton schoenleinii","Fungus","Unassigned","Contact","Trichophyton tri 4 allergen (Arthroderma)","726","23894227","7"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum  Tri a 14 LTP_amylase inhibitor","113","417370","11"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum 5a2 protein","94","66840998","7"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum aAI CM16_17","143","195957140","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum aAI CM16_17","143","21711","7"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum aestivum Tri a 41","60","827354845","16"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum aestivum Tri a 42","76","827354790","16"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum aestivum Tri a 43","108","827354822","16"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum aestivum Tri a 44","107","827354912","16"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum aestivum Tri a 45","89","827354784","16"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum alpha/beta gliadin","286","21755","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","307","21673","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","296","21757","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","286","21761","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","313","21765","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","318","170710","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","291","170712","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","313","170718","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","286","170720","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","262","170722","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","297","170724","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","282","170726","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","186","170728","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum alpha/beta gliadin","259","1304264","7"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum Bakers asthma allergen #4","27","3913017","7"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum flour Glutathione Transferase","222","190684057","11"
"Triticum aestivum","Wheat","Tri a 19.0101","Food Plant","Triticum omega-5 gliadin Tri a 19","439","73912496","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum omega-5 gliadin Tri a 19","359","208605344","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum omega-5 gliadin Tri a 19","272","208605346","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum omega-5 gliadin Tri a 19","346","208605348","10"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum omega-5 gliadin Tri a 19","366","508732623","15"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum putative leucine-rich repeat protein","137","66840996","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum serine carboxypeptidase II","260","66840994","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum serine carboxypeptidase II","444","125987805","10"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Thaumatin-like","173","135917","12"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 12","131","190684061","11"
"Triticum aestivum","Wheat","Tri a 12.0103","Food Plant","Triticum Tri a 12","131","548948852","14"
"Triticum aestivum","Wheat","Tri a 12.0101","Gliadin","Triticum Tri a 12","131","548948848","15"
"Triticum aestivum","Wheat","Tri a 12.0102","Gliadin","Triticum Tri a 12","131","548948850","15"
"Triticum aestivum","Wheat","Tri a 12.0104","Gliadin","Triticum Tri a 12","131","207366248","15"
"Triticum aestivum","Wheat","Tri a 15.0101","Gliadin","Triticum Tri a 15","121","283465829","11"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Tri a 20","302","170702","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Tri a 20","291","170708","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Tri a 20","251","170736","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Tri a 20","327","170738","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Tri a 20","279","1063270","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Tri a 20","285","62484809","7"
"Triticum aestivum","Wheat","Tri a 20.0101","Gliadin","Triticum Tri a 20","279","508732621","15"
"Triticum aestivum","Wheat","Tri a 21.0101","Gliadin","Triticum Tri a 21  alpha, beta-gliadin","281","283476402","11"
"Triticum aestivum","Wheat","Tri a 25.0101","Gliadin","Triticum Tri a 25","125","8980491","15"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","830","21743","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","648","21751","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","660","21779","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","39","21793","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","705","22090","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","815","170743","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","838","736319","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 26","101","897811","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Tri a 26","794","508732625","15"
"Triticum aestivum","Wheat","Tri a 26.0101","Gliadin","Triticum Tri a 26","848","288860106","15"
"Triticum aestivum","Wheat","Tri a 26.0201","Gliadin","Triticum Tri a 26","795","71084277","15"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 27.0101 Thiol reductase","203","30793446","7"
"Triticum aestivum","Wheat","Tri a 28.0101","Gliadin","Triticum Tri a 28","119","66841026","7"
"Triticum aestivum","Wheat","Tri a 29.0101","Aero Plant","Triticum Tri a 29","120","253783731","11"
"Triticum aestivum","Wheat","Tri a 29.0201","Aero Plant","Triticum Tri a 29","120","283465827","11"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 29","145","21701","7"
"Triticum aestivum","Wheat","Tri a 30.0101","Food Plant","Triticum Tri a 30","168","21713","7"
"Triticum aestivum","Wheat","Tri a 31.0101","Food Plant","Triticum Tri a 31","253","11124572","7"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum Tri a 32 Peroxiredoxin","218","190684059","11"
"Triticum aestivum","Wheat","Tri a 32.0101","Aero Plant","Triticum Tri a 32 Peroxiredoxin","218","75324900","14"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 33 Serine protease inhibitor","399","1885350","7"
"Triticum aestivum","Wheat","Tri a 33.0101","Gliadin","Triticum Tri a 33 Serine protease inhibitor","398","5734506","15"
"Triticum aestivum","Wheat","Tri a 34.0101","Gliadin","Triticum Tri a 34 GAPDH","337","253783729","11"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","307","21773","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","356","21783","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","373","75317968","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","229","886963","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","261","886965","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","276","886967","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","285","75219081","7"
"Triticum aestivum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","326","62550933","7"
"Triticum aestivum","Wheat","Tri a 36.0101","Food Plant","Triticum Tri a 36","369","335331566","12"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Tri a 36","304","170730","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Tri a 36","323","170732","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Tri a 36","244","170734","7"
"Triticum aestivum","Wheat","Unassigned","Gliadin","Triticum Tri a 36","283","508732627","15"
"Triticum aestivum","Wheat","Tri a 37.0101","Food Plant","Triticum Tri a 37 alpha purothionin","137","4007850","14"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum Tri a 39  serine proteinase inhibitor-lik","84","154101366","10"
"Triticum aestivum","Wheat","Unassigned","Aero Plant","Triticum Tri a 39  serine proteinase inhibitor-lik","84","122065237","11"
"Triticum aestivum","Wheat","Tri a 39.0101","Aero Plant","Triticum Tri a 39  serine proteinase inhibitor-lik","84","403213259","14"
"Triticum turgidum subsp. durum","Wheat","Unassigned","Food Plant","Triticum aAI CM16_17","143","21916","7"
"Triticum turgidum subsp. durum","Wheat","Unassigned","Food Plant","Triticum Tri a 29","145","21920","7"
"Triticum turgidum subsp. durum","Wheat","Unassigned","Food Plant","Triticum Tri a 36","295","21926","7"
